review_id,store_id,source_name,rated_at,rating_5,review_text,is_promo,reviewer,raw_rating_scale,sentiment
be_5117_62,5117,befood,2026-03-20 17:05:00,5.0,"ngon mới uống ts lài thấy k ngấy thơm trà, Ngon xỉu",0,,5,positive
be_5117_63,5117,befood,2026-03-19 15:48:00,5.0,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,,5,positive
be_5117_64,5117,befood,2026-03-19 15:41:00,4.0,Khá ngon,0,,5,positive
be_5117_65,5117,befood,2026-03-17 10:24:00,5.0,"ngon, đậm vị trà, dễ uống",0,,5,positive
be_5117_66,5117,befood,2026-03-25 00:18:00,5.0,,0,,5,positive
be_5117_67,5117,befood,2026-03-24 18:04:00,5.0,,0,,5,positive
be_5117_68,5117,befood,2026-03-24 10:17:00,5.0,,0,,5,positive
be_5117_69,5117,befood,2026-03-21 12:52:00,5.0,,0,,5,positive
be_5117_70,5117,befood,2026-03-21 11:37:00,5.0,,0,,5,positive
be_5117_71,5117,befood,2026-03-20 17:08:00,5.0,,0,,5,positive
be_5117_72,5117,befood,2026-03-20 17:07:00,5.0,,0,,5,positive
be_5117_73,5117,befood,2026-03-20 15:16:00,5.0,,0,,5,positive
be_5117_74,5117,befood,2026-03-20 13:43:00,5.0,,0,,5,positive
be_5117_75,5117,befood,2026-03-20 12:29:00,5.0,,0,,5,positive
be_5117_76,5117,befood,2026-03-19 20:05:00,5.0,,0,,5,positive
be_5117_77,5117,befood,2026-03-19 14:16:00,5.0,,0,,5,positive
be_5117_78,5117,befood,2026-03-19 13:07:00,5.0,,0,,5,positive
be_5117_79,5117,befood,2026-03-18 14:23:00,5.0,,0,,5,positive
be_5117_80,5117,befood,2026-03-18 11:22:00,5.0,,0,,5,positive
be_5117_81,5117,befood,2026-03-17 20:04:00,5.0,,0,,5,positive
foody_17358299,5117,foody,2023-03-20 00:00:00,1.1,"Phúc Long Trần Đại Nghĩa Quá tệ Mình vào oder nhân viên lơ lơ vẫn ngồi nói chuyện với nhau mãi mới hỏi mình dùng gì để cho oder. Đến khi lên trên quán bàn cực bẩn cốc nước khách để tùm lum trên bàn phải 15-20p sau mới có người lên dọn, dãy ban công tâng 3 thì thôi không ai dọn luôn. Ngồi được 15p mình đi về xin túi để mang nước về, mình có hỏi :"" Bên bạn còn túi không, có thể cho mình xin túi để mang nước về"" nhân viên đáp xanh rờn : "" có!"". Ngồi một lần từ thái độ phục vụ, đến vệ sinh quán cực tệ. Mình không phải khó tính, nhưng thái độ thờ ơ khi khách oder, rồi nói chuyện không chủ ngữ vị ngữ thì thôi xin tạm biệt. Tính ra ngồi để thư giãn ai ngờ mang bực vào mình",1,Công Tuyền,10,negative
foody_14956894,5117,foody,2022-01-19 00:00:00,2.9,Phúc Long Trần Đại Nghĩa Hi. Mình có order Caramel chảy bên PL kết quả là bạn mình bị nôn do bị say cà phê ạ. Mình nghĩ PL nên để rõ thành phần có trong món trên app để ko gặp phải những trường hợp tương tự. Tội nghiệp bạn mình nôn nguyên buổi tối 😥,0,Dũng Trần,10,neutral
foody_14395393,5117,foody,2021-12-08 00:00:00,2.2,Nhân viên cần training 11h sáng Khách đang ngồi tự dưng ra tắt bụp phát hết đèn đi chả hiểu kiểu gì muốn đuổi khách ah.,0,Tien Vu,10,neutral
foody_12514617,5117,foody,2021-05-05 00:00:00,0.5,"Đồ uống có vị xăng Sáng nay mình vừa mua 1 cốc phúc long ở phúc long trần đại nghĩa. Hí hửng sẽ ngon như mọi khi nhưng không, uống cốc trà vải mà có vị xăng, uống xong đầu lưỡi còn có vị nhựa :D. Mình không hiểu phúc long này làm ăn kiểu gì nhưng như thế này thì không thể chấp nhận được. Tạm biệt và sẽ không hẹn gặp lại",0,Pham Dinh Thien,10,negative
